104,Crystal Bouquet - Karen Crabtree,"Pressed Flower/Beveled Glass Necklaces, nightlights, plaques",360-435-3395,27000 305th St. NE,Arlington,WA,98223,kccrystalbouquet@aol.com,crystalbouquet.com,5 - 7 days a week,"North Arcade, Desimone Bridge & on Pike Place","<p>Home-grown local flowers fashioned into beveled glass necklaces, nightlights, plaques, and lightcatchers. A beautiful way to take home flowers from Seattle.</p>",000000036,0,0
566,Adventure Days - Melody Price,Handmade all natural dog treats and hand tied rope toys,425-361-5744,P.O. Box 853,Lynwood,WA,98046,melody@adventuredaystreats.com,www.adventuredaystreats.com,"Friday-Monday and Wednesday during the Spring, Summer or Fall, and Saturday-Wednesday in the Winter.","North Arcade, Desimone Bridge & on Pike Place","<p>Adventure Days Dog Treats is your source for locally made, all natural, hand crafted dog treats and rope toys.</p>
<p>Just north of Pike Place Fish during the winter and outside on the North end of the Market during the Spring, Summer, and early Fall.</p>",000000043,0,0
106,Crepe de France,French Crepes,206-624-2196,93 Pike Street No. 4,Seattle,WA,98101,,,Daily from 9:00 a.m. - 7:00 p.m.,Economy Market Building,"Authentic French crepes made to order, filled with fresh fruits and vegetables of Pike Place Market producers.<br />","000000087,000000088",0,0
107,Metamorphosis Leathers,Robert Crew,,,,,,,,,"North Arcade, Desimone Bridge & on Pike Place",,000000027,0,0
108,Full Bloom Creations - Carolyn Crouchet,,206-227-9152,,,,,,,,"North Arcade, Desimone Bridge & on Pike Place",,000000043,0,0
109,Crumpet Shop,,206-682-1598,,,,,,,,Corner Market & Sanitary Market,,"000000014,000000087,000000088",0,0
110,Cuaresma Farm,,253-852-5318,,,,,,,,Main Arcade,,000000053,0,0
111,Daily Dozen Doughnuts,,206-467-7769,,,,,,,,Economy Market Building,,000000010,0,0
112,Das & Das Handmade Batik - Fran & Arun Das,Batik & Tie-Dye T-Shirt & Clothing,206-725-6081,,,,,Dasfamily@AOL.com,,Daily,"North Arcade, Desimone Bridge & on Pike Place","We are a husband and wife team and have been making our products by hand since 1983. We sell only at Pike Place Market. Our unique variety of batik and tie-dye clothing is already machine-washed, preshrunk and colorfast. We carry T-shirts from kids XS through adult 4XL, plus many other styles in infant through adult sizes.<br /><br />",000000032,0,0
113,"Just Horsin' Around - Laura Daughenbaugh",,206-463-5641,,,,,,,,"North Arcade, Desimone Bridge & on Pike Place",,000000033,0,0
114,Planet of the Puppets â€“ Rob Dâ€™Arc,Puppets,206-786-8778,4326 Francis Ave N. #7,Seattle,WA,98103,kidstuff@linkline.com,www.planetofthepuppets.com,3 days/week,"North Arcade, Desimone Bridge & on Pike Place","<p>Whimsical â€œpop-upâ€ puppets for young people, teachers, librarians, and medical folks. A smile guaranteed with one â€œthumbs up.â€</p>","000000043,000000044",0,0
115,Gary Davis Photgraphy,,206-285-5762,,,,,,,,"North Arcade, Desimone Bridge & on Pike Place",,000000041,0,0
116,Hair Wraps by Amy - Amy DeAguero,"Polymer clay hair wraps, flip clips â€“ reversible hair clips, and pony tail wraps",425-743-3277,5519 145th Pl. SW,Edmonds,WA,98026,hairwraps@comcast.net,www.hairwraps.net,362 days/year,"North Arcade, Desimone Bridge & on Pike Place","<p>Polymer clay hair wraps are removable and reusable beaded hair coils for all ages. Reversible flip clips come in four sizes; these clips come in a variety of bead colors. Ponytail wraps are available in four sizes. Cords are available in ribbon, leather, or suede.</p>",000000027,0,0
117,Easy Reader Handcrafted Book Covers - Keri DeAguero,,206-498-6214,,,,,kalisgarden@comcast.net,www.kalisgarden.net,Friday - Monday 10:00 a.m. - 4:00 p.m.,"North Arcade, Desimone Bridge & on Pike Place","Easy Reader Handcrafted Book Covers are designed to hold your book open and flat for hands free reading. Use them while eating lunch, working out or reading in bed. Multiple sizes available as well as custom sizes.    Check us out here at Pike Place Market or on our website.<br />",000000043,0,0
554,Huckleberry Handcraft - Amra Fleming,,206-799-5319,,,,,,,,,,000000043,0,0
118,Two Lips Originals - Charlotte & Daniel Decker,,360-466-0113,,,,,,,,"North Arcade, Desimone Bridge & on Pike Place",,000000032,0,0
119,DeLaurenti Pizza Window,,206-622-0141,,,,,,,,Economy Market Building,,000000090,0,0
120,DeLaurenti Specialty Food & Wine,"Deli, Wine, Cafe",206-622-0141,"1435 1st Avenue,",Seattle,WA,98101,pat@delaurenti.com,www.delaurenti.com,"Monday - Saturday 9 am - 6 pm; Sunday 10 am - 5 pm ",Economy Market Building,"Since 1946, Seattle's most complete source of hard to find ingredients from around the world. Over 200 cheeses, a complete line of cured meats, over 1800 wines (300 Italian wines) and dozens of microbrews from around the world. Plus a full cafÃ© and espresso bar. Located at the southwest corner of First and Pike.<a href=""â€™http://www.delaurenti.comâ€™"" target=""â€™_newâ€™""><br /></a>","000000023,000000026,000000087,000000088",0,0
121,"Kari's MFG - Kari Ann Dickerson",,,,,,,,,,"North Arcade, Desimone Bridge & on Pike Place",,000000037,0,0
122,Dickson Rugs - Margaret Dickson,"Rugs, Bags & Scarves",206-284-7787,,,,,,,Thursday Saturday,"North Arcade, Desimone Bridge & on Pike Place","Dickson Rugs has been in business since 1984. We handloom colorful, durable rugs in wool and cotton and in many sizes. We will weave to order within reason.<br /><br />",000000034,0,0
123,Kit Dieffenbach Jewelry,"14 K Gold Earrings, Sterling Bracelets, & Patinaed Copper Earrings & Pins",206-722-2439,3707 37th Ave. S.,Seattle,WA,98144,kitd@comcast.net,,"Thursday Saturday, Monday","North Arcade, Desimone Bridge & on Pike Place","Unique oxidized copper in red, blue and other colors. Unusual forged bracelets. <br />",000000037,0,0
124,Merry Tails,,206-623-4142,,,,,,,,DownUnder,,000000063,0,0
125,Tom Dokken,,206-328-5367,,,,,,,,"North Arcade, Desimone Bridge & on Pike Place",,000000031,0,0
126,"Don & Joe's Meats","Meat, Poultry, Fresh Sausages",206-682-7670,85 Pike Street,Seattle,WA,98101,djmeats@hotmail.com,www.donandjoesmeats.com,Monday - Saturday 9 am - 6 pm,LaSalle,"Family owned full-service meat market. We feature Washington beef and poultry and America lamb and veal. We make all our own fresh sausages including chorizo and lamb sausage. We stock crown roasts, osso bucco, beef and veal sweetbreads, etc. Exotic meats (venison, foie gras, etc.) available with a few days notice. Under the clock and near Rachel the Pig<a href=""â€™http://www.donandjoesmeats.com/index.php4â€™"" target=""â€™_newâ€™""><br /></a>",000000021,0,0
127,Double Dorjee,,206-443-0675,1505 Pike Place #511,Seattle,WA,98101,twodorjee@yahoo.com," www.doubledorjee.com","Open daily from 10:00 a.m. to 6:00 p.m. ",DownUnder,"Authentic Tibetan Ritual and Cultural artifacts, Tibetan healing incense and meditation bowls, wool and thick cotton clothing and much more.  We are the only Tibetan owned family business in Pike Place Market representing our unique cultural products and services to all our customers, our supporters and friends. Even though we have a small space,  we have so much inside so stop by. If you have any question on Tibetan culture, politics, traveling to Dharamsala, Nepal, we have the answer. <br /><a href=""â€™http://www.doubledorjee.comâ€™"" target=""â€™_newâ€™""></a>",000000063,0,0
128,Downtown Food Bank,,206-728-2773 x107,,,,,,,,Western Avenue,,000000069,0,0
129,"Dragon's Toy Box",Toys for infants to adults; Games & Puzzles; Shipping to anywhere in the USA,206-652-2333,"1525 1st Ave., Suite 2A",Seattle,WA,98101,toys.dragonstoybox@gmail.com,www.dragonstoybox.net,"Open 10 am - 6 pm everyday. ",Triangle Building & Post Alley Market,"Dragon's Toy Box is a family owned toy store that takes pride in bringing you the highest quality toys and games from all around the world. We specialize in finding ecologically and socially conscious toys as well as wonderful local products. Dragon's Toy Box - Toys That Care! In the Post Alley Market.<br />",000000094,0,0
130,Kim Drew Watercolors,"Watercolors, limited edition prints, sketches",206-652-5378,,,,,drew@speakeasy.org,www.kdrew.com,,"North Arcade, Desimone Bridge & on Pike Place","I enjoy painting directly from life as well as from my imagination. I have a number of Market inspired prints for sale and accept commissions as my schedule allows. My artwork has won numerous awards in Northwest juried art shows. Please stop by and check it out for yourself!<a href=""â€™http://www.kdrew.comâ€™target=â€™_newâ€™""><br /></a>",000000035,0,0
131,From the Heart Pottery - Shari Druckman,Ceramic Art,206-262-9500,PO Box 9924,Seattle,WA,98199,shari@from-the-heart-pottery.com,"www.from-the-heart-pottery.com ","Thursday - Monday (varies by season) ","North Arcade, Desimone Bridge & on Pike Place",From The Heart Pottery features hand built one of a kind ceramic art which is kitchen safe and unique!    <br />,000000031,0,0
132,Ann Original - Ann Dunlap-Brown,Hand Knit & Crocheted Products and Rainwear,206-935-5421,"1916 Pike Place #12, PMB #47",Seattle,WA,98101,rosedalemcduff@comcast.net,,Thursday - Monday,"North Arcade, Desimone Bridge & on Pike Place","One of a kind hand knit scarves, shawls and hats; hair scrunchies. <br /><br />",000000032,0,0
133,Earth Wind & Fire Boutique,"Clothing, Jewelry, & Gifts",206-448-2529,1514 Pike Place #13,Seattle,WA,98101,,www.earthwindandfireseattle.com,"Open daily, 10 am - 6 pm",Corner Market & Sanitary Market,"This quaint boutique holds many special treasures, featuring an exquisite array of stylish jewelry and fashions from around the world.<br />- Exotic silks, fibers, and other unique textiles<br />- Exceptional jewelry from over 40 designers<br />- Fabulous scarves for every occasion<br />- You canâ€™t miss this!",000000050,0,0
134,Ed Newbold Wildlife Artist,,206-652-5215,,,,,,,,Economy Market Building,,000000054,0,0
135,El Mercado Latino,"Spanish, Caribbean and Creole Foods",206-623-3240,"1514 Pike Place #6,",Seattle,WA,98101,contact@latinmerchant.com,www.latinmerchant.com,Daily from 8:30 a.m. - 5:30 p.m,Corner Market & Sanitary Market,"The store sells popular foods from Argentina, Brazil, Peru, Africa, Mexico, and also some Creole items. If Latin foods are your choice of foods, then El Mercado Latino is the place to be!<strong><strong><a href=""â€™http://www.latinmerchant.comâ€™"" target=""â€™_newâ€™""><br /></a></strong></strong>",000000023,0,0
136,Orna Eliyahu-Oron,,206-419-6681,,,,,ornaeo@yahoo.com,www.orna-pottery.com,,"North Arcade, Desimone Bridge & on Pike Place",,000000031,0,0
137,Wood Craft by Jim - James A. Elser,,425-392-1179,,,,,,,,"North Arcade, Desimone Bridge & on Pike Place",,000000045,0,0
138,"Emmett Watson's Oyster Bar",,206-448-7721,,,,,,,,Pike Place - North End,,"000000089,000000088",0,0
139,Everlasting Bouquets,,253-922-0245,,,,,,,,"North Arcade, Desimone Bridge & on Pike Place",,000000053,0,0
140,F & J Great Western Trading Co.,Antiques and Collectibles,206-622-6376,1501 Pike Place Market #504,Seattle,WA,98101,farhad501@hotmail.com,,Daily 10 a.m. - 5:30 p.m.,DownUnder,An Experience to Remember! Come and browse through our great selection of collectables and antique items from around the world! Some one-of-a-kind items; affordable prices.<br /><br />,000000047,0,0
141,Falafal King,,206-381-0857,,,,,,,,Corner Market & Sanitary Market,,000000088,0,0
142,Colors on Silk - Tamma Farra,Hand-dyed silk scarves,360-627-7101,,,,,tamma@colorsonsilk.com,www.colorsonsilk.com,Most Saturdays,"North Arcade, Desimone Bridge & on Pike Place","<p>Tamma has sold on the craft tables since 1975. She began hand-dyeing silks in 1985. Her scarves are available in a variety of sizes and in a wide range of spectacular color combinations. For care, hand wash or dry clean. Tammaâ€™s scarves are a beautiful and enduring way to accessorize.</p>
<p>Â </p>",000000027,0,0
144,Fini,,206-443-0563,"86 Pine Street, Inn at the Market",Seattle,WA,98101,,www.ilovefini.com,,First Avenue & Upper Post Alley,,000000050,0,0
145,First and Pike News,,206-624-0140,,,,,,,,Economy Market Building,,000000049,0,0
147,Fodoughgrafiks - Daniel Fleming,"Photo-Based Digital Art, Giclee Canvas",206-799-6090,4509 Interlake Ave. N. #251,Seattle,WA,98103,fodoughgrafiks@me.com,www.fodoughgrafiks.com,"We try to be open 7 days. When there is a day off, it's Thursday.","North Arcade, Desimone Bridge & on Pike Place","Part photography, part graphic design, part giclee print. Fodoughgrafiks is Pike Place Market's first ever digital artist and produces signed limited and open print editions of captivating works of photo-based digital art containing iconic scenes from Seattle and beyond.",000000041,0,0
148,Flower Garden,,425-333-4143,,,,,,,,"North Arcade, Desimone Bridge & on Pike Place",,000000053,0,0
149,"Frank's Quality Produce","Gift Fruit Baskets, Overnight Gift Boxes, Cherries",206-624-5666,1508 Pike Place,Seattle,WA,98101,support@franksproduce.net,www.franksproduce.net,Open daily Monday - Saturday 7:00-6:00 Sunday 7:00-5:00,Corner Market & Sanitary Market,Specializing in fresh fruits and vegetables and unique herbs from all over the world. Freshly made fruit baskets and gift boxes. Delivery available nationwide.,000000017,0,0
572,Apu Wichay Designs - Linda Amesquita,"Metal and Leather Bracelets, Pendants, Earrings",206-841-0629,PO Box 23285,Seattle,WA,98102,lindyluna@yahoo.com,,,,"<p>Sterling silver, braided leather mixed metal jewelry.</p>",000000037,0,0
151,Full Circle Farm,,425-333-4677,,,,,,,,"North Arcade, Desimone Bridge & on Pike Place",,000000025,0,0
152,Los Agaves,"Mexican Street Food - Tacos, Tamales & Breakfast All Day",206-504-0202,1514 Pike Place #7,Seattle,WA,98101,jaime@losagaves.net,www.losagaves.net,Daily 9 am - 6 pm,Corner Market & Sanitary Market,"Los Agaves' recipes are made with fresh ingredients that bring the most authentic flavors to their Mexican cuisine. Call ahead to place orders to go.",000000090,0,0
153,Gem Heaven,"Minerals, Jewelry, Energy Healing",206-381-9302,1501 Pike Place #408,Seattle,WA,98101,gemheaven7@juno.com,,M-Sat 11 6; Sun 12 - 5,DownUnder,"We offer a large variety of high quality minerals, crystals, gems and jewelry. We also offer Quantum Qi healing, a method to balance the energies of the body-mind. <br /><br />",000000063,0,0
155,Recycled Dreams - Angela Glass,Handmade Clothing,206-852-8515,,,,,angel.art@live.com,,Daily 9:30 a.m. - 5:00 p.m.,"North Arcade, Desimone Bridge & on Pike Place",<p>One of a kind adult clothing made from recycled fabrics.</p>,000000032,0,0
156,Market Wear - Gary Goedecke,,425-481-1153,,,,,,,,Main Arcade,,000000032,0,0
157,Golden Age Collectables,"Comic Books, Movie Collectables, Sports Collectables",206-622-9799,"1501 Pike Place Market, #401 Lower Level",Seattle,WA,98101,gacollect@gmail.com,www.GoldenAgeCollectables.com,M-Th: 9:30-5:45; Fri & Sun: 9:30-6:15; Sat: 9-6:15,DownUnder,"AMERICA'S OLDEST COMIC SHOP! We have everything you need to spoil your inner child: comics and manga, toys and games, pictures of your favorite stars and scripts from their movies. From light-sabers to Bobbleheads, fill your pop culture needs here at Golden Age.<br /><br />",000000047,0,0
158,Lid Wear - Sarah Goldenberg,Handmade hats for men and women,206-297-0166,8560 Greenwood Ave. N,Seattle,WA,98103,lidwear@aol.com,,Thursday - Sunday,"North Arcade, Desimone Bridge & on Pike Place","<p>Patterns are designed and made by Goldie. Her hats have a European flair â€“ urban. She likes making hats that are practical and at the same time fashionable, making you look great and feel good!</p>",000000032,0,0
160,Tom Graham,,206-463-5641,,,,,,,,"North Arcade, Desimone Bridge & on Pike Place",,000000032,0,0
161,Grandview Mushroom Farm,,360-403-9837,,,,,,,,"North Arcade, Desimone Bridge & on Pike Place",,000000025,0,0
162,Raven Mountain Woodworks - Terry Graves,Toys and Cutting Boards,360-877-5189,,Hoodsport,WA,98548,ravenmtnwoodworks@gmail.com,www.ravenmountainwoodworks.com,"Vary. Please visit my website for my hours. ","North Arcade, Desimone Bridge & on Pike Place",<p>Made from durable woods with beautiful colors and grain patterns. Food safe finishes. Something for everyone in the family.Â Â </p>,"000000044,000000045",0,0
577,dwyer gallery,Affordable Fine Art Photography,425-681-6123,1518 Western Avenue Seattle,Seattle,WA,98101,,"dwyergallery.com ",Wednesday through Sunday 11.30 a.m. â€“ 5:00 p.m. or anytime with appointment,Western Avenue,"<p>Abstract and Representational Iconic Seattle Images</p>
<p>Prints Matted and Framed</p>",000000054,0,0
163,"Heavens to Betsie, Inc. - Rosetta Greek",,206-930-7665,16245 14th Ave. NE,Shoreline,WA,98155,heavenstobetsie@aol.com,,"Wednesday, Thursday, Friday and Saturday",Main Arcade,"Lookin' for that perfect something for that special someone? Â Heavens to Betsie offers you the kitschiest of kitsch: Â Pinup Girl Potholders, Martini Cosmetic Bags, Sock Monkey Tampon Totes, Virgin Mary Coinpurses, 1940s Advertising Pocket Mirrors... Â and much more!Â  Heavens to Betsie - from the ridiculous to the sublime.<br /><br />",000000027,0,0
164,Northwest Custom Candle - Dan Gregory,,360-658-9552,,,,,,,,"North Arcade, Desimone Bridge & on Pike Place",,000000030,0,0
165,Shane Gregory,,206-450-8854,,,,,cascadecandles@gmail.com,,,"North Arcade, Desimone Bridge & on Pike Place",,000000030,0,0
166,"Nature's Corner - Randy Guest",,206-779-3038,,,,,,,,"North Arcade, Desimone Bridge & on Pike Place",,000000031,0,0
167,"Cloisonne' Art - Rhonda Guilford","Earrings, Pins & Pendants",425-422-5695,1814 Douglas Street,Everett,WA,98201,cloisonneart2@gmail.com,www.cloisonne-art.blogspot.com,Saturday plus two weekdays,"North Arcade, Desimone Bridge & on Pike Place",Original handcrafted cloisonnÃ© jewelry. Colorful and whimsical. Made of enameled glass and silver wire fired onto a copper base.<br /><br />,000000037,0,0
169,Haleyanne - Ceramic Dog Pins,"Ceramic Jewelry, Specializing in Dog Pins",206-632-5230,3618 Wallingford N.,Seattle,WA,98103,haleyanne85@AOL.com,www.haleyannedogpins.com,Year-round: Thursday - Saturday; Christmas and summer: Thursday - Sunday,"North Arcade, Desimone Bridge & on Pike Place","We have been selling our original work at the Pike Place Market for over 20 years - most recently featuring ceramic pins, specializing in dogs of all kinds. Our pins are hand painted and kiln-fired. In addition to our large selection of dogs, we also make cats, fish and many others.<br />",000000037,0,0
170,Hands of the World,"Jewelry, Folkart, Accessories",206-622-1696,1501 Pike Place #428,Seattle,WA,98101,handsoftheworld@yahoo.com,www.handsoftheworld.com,Open Monday - Saturday 10:00 - 6:00; Sundays 10:30 - 5:30,DownUnder,"Step into an international bazaar. Come to Hands of the World and find jewelry, folkart and accessories from around the world. Afghanistan to Zimbabwe, we offer African ceremonial masks, Eastern deities, sterling silver jewelry, fabulous earrings, silk scarves, world music, unique carvings in stone and wood. New shipments arriving weekly for 24 years. Located in the Main Market Building, down the ramp from City Fish<a href=""â€™http://www.handsoftheworld.comâ€™"" target=""â€™_newâ€™""><br /></a>",000000063,0,0
171,Ress Harder,,,,,,,rressh@hotmail.com,www.ressh.com,check website for hours,"North Arcade, Desimone Bridge & on Pike Place","Have your picture taken at the Market. Photos shot digitally so you can approve the photo before it is developed. A variety of hand crafted metal frame variations, borders and photo effects to choose from. Customizable to your satisfaction! Usual build time of 10 - 15 minutes.<br /><a href=""â€™http://www.ressh.comâ€™"" target=""â€™_newâ€™""><br /></a>",000000040,0,0
172,Hayton Farms,Organic berries,360-421-7373,16498 Fir Island Road,Mount Vernon,WA,98273,angelicahayton@yahoo.com,http://www.haytonfarmsfarmersmarkets.com/,"Friday, Saturday, and Sunday","North Arcade, Desimone Bridge & on Pike Place","<p>We are a fifth generation business located in the Skagit Valley. We are very excited about getting our organic certification.</p>
<p>Varieties of produce: Strawberries, raspberries, blueberries, and blackberries, all organic by USDA</p>",000000011,0,0
174,Hammering Girl Affirmation Bracelets - Kathryn Henning,Hand-stamped Highest Quality Sterling Silver Affirmation Bracelets,(360) 303-3975,"1916 Pike Place, Box 155",Seattle,WA,98101,kathy@hammeringgirl.com,www.hammeringgirl.com,"At the Market most days. Call first, if you are making a special trip.","North Arcade, Desimone Bridge & on Pike Place","Inspirational messages hand stamped onto the highest quality sterling silver. Over 40 messages available. If words are meaningful to you, give a gift that speaks your thoughts.<br />",000000037,0,0
175,Tula Bug - Sue Herweck,"Handsewn fleece children's hats and garments and Handpainted cotten children's garments",206-842-7368,PO Box 11185,Bainbridge Island,WA,98110,tulabugkids@yahoo.com,www.tulabugkids.com,"Daily, 10:00 a.m. - 5:00 p.m. ","North Arcade, Desimone Bridge & on Pike Place","I've been selling my work at the Market since 1977. TulaBug is a whimsical children's clothing line I created in 1996. It features handsewn Polartec Fleece hats and coats, as well as handpainted cotton garments for infants and children.Â <a href=""â€™http://www.tulabugkids.comâ€™"" target=""â€™_newâ€™""></a>",000000032,0,0
177,Hmong Highland Garden,,425-346-9691,,,,,,,,"North Arcade, Desimone Bridge & on Pike Place",,000000053,0,0
178,Holmquist Hazelnut Orchards,Hazelnuts & Value-added Hazelnuts,360-988-9240,9821 Holmquist Rd.,Lynden,WA,981264,,www.holmquisthazelnuts.com,"Monday, Wednesday, Thursday - Sunday","North Arcade, Desimone Bridge & on Pike Place","A family owned and operated hazelnut farm offering some of the Northwest's freshest hazelnuts and specialty hazelnut products like oil, flour, and butter. On the daystalls close to Stewart Street<br /><br />",000000022,0,0
179,Holy Cow Records,"Vinyl records, CDs and DVDs",206-405-4200,"1501 Pike Pl, Ste 325",Seattle,WA,98101,holycowrecords@gmail.com,,"Daily, 10am-6pm",DownUnder,"A used record store in Seattle's Pike Place Market. Specializing in rare vinyl LPs and 45s. We also deal in CDs, DVDs and other music memorabilia. Buy, sell and trade.",000000060,0,0
180,"Danali's Originals - Alicia Honeywell","Hats, Coats, Silk Scarves",206-325-0263,P.O. Box 22760,Seattle,WA,98122,danalisoriginals@hotmail.com,www.danalisoriginals.com,varies by season: 4 days in spring; daily in summer,"North Arcade, Desimone Bridge & on Pike Place",<strong><br /></strong>,000000027,0,0
181,Waterfront Trolley Design - Madeline Hoover,"Hand-screened tees, fleece and hooded sweatshirts for adults and children",206-763-4692,,,,,mdequetteville@msn.com,,Saturday and Sunday year-round; weekdays vary with the season,"North Arcade, Desimone Bridge & on Pike Place","Market Crafter since 1982, offering individually hand-screened designs, sold only at the Market.Â  Designs for children include the popular Seattle Ducks design.Â  Adult clothing includes pigment-dyed tees, fleece and hooded sweatshirts in 100% preshrunk heavyweight cotton.Â  Youth sizes in tees, fleece crews and hooded sweatshirts.Â  Infant clothing include onesies and rompers.Â  All garments are guaranteed in both the print and construction with a money-back or exchange policy. <br />",000000032,0,0
182,Mystery Boxes - Catherine Horn,Wood Puzzle Boxes with Hidden Drawers and Wood Fish Puzzles,503-449-6884,P.O. Box 16816,Portland,OR,97272,mysteryboxes@hotmail.com,,2-3 days per week,"North Arcade, Desimone Bridge & on Pike Place","Wood puzzle boxes containing two, three or four hidden drawers, handcrafted from Pacific Northwest woods. Each box is constructed from a single piece of wood and is designed as a conversation piece. We have been manufacturing mystery boxes since 1992. We also make 8"" wood fish puzzles from the same wood. <br />",000000045,0,0
183,Harmony Hoss,,206-781-2487,,,,,,,,"North Arcade, Desimone Bridge & on Pike Place",,000000043,0,0
184,House of Jade,"Jewelry, Souvenirs, Jewelry Repair",206-622-9392,1501 Pike Place Market #433,Seattle,WA,98101,,,Daily from 10:00 a.m. to 5:30 p.m.,DownUnder,"Stone setting, casting, polishing, repair, rings, earrings, gifts, etc.<br />",000000057,0,0
185,House of Silver and Gold,,206-622-5039,,,,,,,,DownUnder,,000000057,0,0
186,House of Woks,,206-622-8488,,,,,,,,Corner Market & Sanitary Market,,000000058,0,0
189,"Ia's Garden",Varieties of Vegetables and Fresh Flowers,425-697-3739,33 203rd Place SW,Lynwood,WA,98036,,,Year round,"North Arcade, Desimone Bridge & on Pike Place","All of my vegetables and flowers were picked and packed in the night before I come to the Market. If you're looking to buy fresh stuff, stop by my booth. Usually set up at Space #220<br /><br />","000000025,000000053",0,0
190,IL Bistro,,206-682-3049,93A Pike Street,Seattle,WA,98101,nick@ilbistro.net,www.ilbistro.net,5:00 p.m. - 2:00 a.m. daily,Economy Market Building,"For over 35 years, IL Bistro has provided visitors to the Pike Place Market withÂ intimate dining and market- fresh cuisine in a candlelit Tuscan cavern with a cozy bar specializing in handmade cocktails. Early and Late Happy Hours every day. Frequently voted Seattle's most romantic restaurant.Â Located inÂ Post Alley just feet from First and Pike.<br /><br />Open daily, 5:00 p.m. - 2:00 a.m.<br /><a href=""â€™http://www.ilbistro.netâ€™"" target=""â€™_newâ€™""><br /></a>",000000089,0,0
192,Inn at the Market,"Hospitality, Restaurants, Retail",206-443-3600,86 Pine Street,Seattle,WA,98101,info@innatthemarket.com,www.innatthemarket.com,"7 days a week, 24 hours a day",First Avenue & Upper Post Alley,"The Inn at the Market is a 70-room luxury boutique hotel built around a charming landscaped courtyard in the heart of the Market. We offer some of the best views in Seattle from our rooms and view deck overlooking Puget Sound and Elliott Bay. Come experience this urban oasis of serene hospitality for yourself!<a href=""â€™http://www.innatthemarket.comâ€™"" target=""â€™_newâ€™""><br /></a>",000000072,0,0
193,"Isadora's",,206-441-7711,,,,,,,,First Avenue & Upper Post Alley,,000000057,0,0
194,"J & J's Gifts and Sportswear","T-shirts, Sweats, Hats",206-340-8836,,,,,,,"Monday - Saturday 9 a.m. - 6 p.m., Sunday 1 p.m. - 6 p.m.",Economy Market Building,"We sell Seattle gift items including t-shirts, sweats, hats, bags, trinkets and souvenirs. Seattle sports apparel such as the Sonics, Mariners, and Seahawks, as well as the University of Washington. <br />",000000050,0,0
195,"Jack's Fish Spot",,206-467-0514,,,,,,,,Corner Market & Sanitary Market,,000000016,0,0
196,Japanese Gourmet,"Sushi, Teriyaki and Noodle Items",206-728-6204,82 Stewart Street,Seattle,WA,98101,,,Open daily. Mon. - Thurs. 11 am - 9 pm; Fri. - Sat. 11 am - 10 pm; Sun. noon - 9 pm,Pike Place - North End,"Located in the heart of Pike Place Market, our newly remodeled restaurant serves the freshest seafood and sushi. We also have an array of traditional Japanese dishes, including our famous lunchtime bento boxes. With our impeccable and friendly service, and delicious menu choices, we promise that you will leave competely satisfied. Â We hope to see you soon.<br />","000000089,000000088",0,0
197,Jasmine Thai Restaurant,,206-382-9899,,,,,,,,Triangle Building & Post Alley Market,,000000088,0,0
199,Baoshu - Jin Baoshu,Chinese calligraphy,206-525-3637,5035 15th Ave NE #105,Seattle,WA,98105,hongzij@gmail.com,,Almost Everyday,"North Arcade, Desimone Bridge & on Pike Place","<p>Baoshu makes and sells Chinese calligraphy of peopleâ€™s names, Chinese paintings, and stone stamp carvings of peopleâ€™s names in Chinese characters.</p>",000000035,0,0
200,"John & Lita's Farm LLC",,253-833-2538,,,,,,,,Main Arcade,,000000053,0,0
201,Johnson Berry Farm,"Berry & Pepper Jams, Berry Vinaigrettes, & Fresh Organic Fruit",888-993-9300,2908 Wiggins Rd. SE,Olympia,WA,98501,orders@johnsonberryfarm.com," www.johnsonberryfarm.com",Weekends,"North Arcade, Desimone Bridge & on Pike Place","Tayberry, Marionberry, Loganberry, Waldoberry, Boysenberry, Raspberry, Strawberry, Golden Raspberry, Loch Ness Berry and Strawberry-Rhubarb fruit jams, fruit pepper jams (mild and hot), seedless jams, syrups, vinaigrettes, and vinegars. Johnson Farms was established in 1975 and has been Certified Organic since 1990. We offer fresh jams made weekly out of Johnson Farms Fruit.<br /><a href=""â€™http://www.johnsonberryfarm.comâ€™"" target=""â€™_newâ€™""></a>",000000023,0,0
202,Wishing Well - James S. Johnson,,206-441-5678 x351,,,,,,,,"North Arcade, Desimone Bridge & on Pike Place",,000000043,0,0
204,Jonkheer Greenhouses - Ted Jonkheer,"Cut tulips, cut hyacinths, and flowering branches",360-424-7642,16559 Calhoun Rd.,Mt. Vernon,WA,98273,,,Every day from January 13th to mid-June,"North Arcade, Desimone Bridge & on Pike Place","<p>Fresh greenhouse grown flowers from Mt. Vernon, WA. Our company has been selling flowers at Pike Place Market for over 25 years. We specialize in tulips, hyacinths, hydrangeas, and flowering branches for homes, weddings, and events.</p>",000000053,0,0
